cmt,tên,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,chất lượng,kết cấu,độ bền,màu sắc,Không dùng được đánh X
"Đóng gói tệ. Sản phẩm y như bị khui đi khui lại nhiều lần. Quà KM thì quảng cáo từ 20h-24h sẽ tặng thêm phần quà 450k. Nhưng đặt hàng 20h vô giở hàng thanh toán thấy tặng toàn mấy mẫu thử. Thất vọng. Tiki làm ăn trong mùa dịch bê trễ, trong khi các sàn khác giao hàng vẫn đúng hạn như dự kiến. Qua thời điểm giao hàng chờ hơn 1 tháng không giao, hủy và hoàn tiền rất nhiều đơn. Có những đơn tự hủy của khách không rõ nguyên nhân. Khi khiếu nại thì sau 5 ngày không thấy giải quyết. Nói chung rất thiếu trách nhiệm. Sau này không mua hàng trên đây nữa cho khỏi bực.",Tinh chất dưỡng ẩm cô đặc từ trà xanh và dầu hạt trà xanh tươi Jeju Innisfree The Green Tea Seed Serum 80ml - NEW,1,1,1,1,0,0,0,0,0,
"mua hàng qua kênh chính hãng mà giao hàng thì bụi bám phủ trong chai, ko có tem niêm yết, bao bì nhìn cũ, giải thích hộ mình đây là hạn sử dụng hay là ngày sản xuất.mình ko nghĩ ngày sản xuất gần như thế 20.5.2021 trong khi mình đặt hàng ngày 19.5.2021 và nhận hàng ngày 25.5.2021. mình yêu cầu hoàn hàng và trả tiền lại cho mình",Tinh chất dưỡng ẩm cô đặc từ trà xanh và dầu hạt trà xanh tươi Jeju Innisfree The Green Tea Seed Serum 80ml - NEW,0,0,1,1,0,0,0,0,0,
"Dear Shop,
Mình nhấn nút mua bị nhầm
Mình tính là mình được tặng 1 sản phẩm này , nên nhấn nút chọn mua 1 sản phẩm
Vậy trong trường hợp này mình có được tính tăng thêm 1 sản phẩm này nữa không
Vui lòng cho mình biết với",Tinh chất dưỡng ẩm cô đặc từ trà xanh và dầu hạt trà xanh tươi Jeju Innisfree The Green Tea Seed Serum 80ml - NEW,0,0,0,0,0,0,0,0,0,X
"Khi mua thì trên hình để mua 1 tặng 1 + quà tặng là phấn trang điểm nhưng khi giao hàng lại chỉ có 1 chai. Tiki vui lòng kiểm tra giúp, nếu không đúng như quảng cáo thì vui lòng cho trả lại hàng. Thanks.",Tinh chất dưỡng ẩm cô đặc từ trà xanh và dầu hạt trà xanh tươi Jeju Innisfree The Green Tea Seed Serum 80ml - NEW,0,0,0,1,0,0,0,0,0,
"Mình đặt mua cái này ngày 23/9 để được khuyến mãi nhưng lúc nhận hàng chỉ nhận được chai 80ml mà ko có chai 30ml ạ. Ngoài ra cũng ko có quà tặng thêm cho đơn hàng từ 399k như trong ảnh ạ. Những lần trước mình mua đều rất đầy đủ, lần này chắc bị sơ sót hay sao ấy. Mong innisfree phản hồi giúp mình ạ. Xin cảm ơn ạ!",Tinh chất dưỡng ẩm cô đặc từ trà xanh và dầu hạt trà xanh tươi Jeju Innisfree The Green Tea Seed Serum 80ml - NEW,0,1,0,1,0,0,0,0,0,
Loại này khá phù hợp với con trai mình. Sử dụng khá hiệu quả. Giao hàng nhanh. Giá khuyến mãi rất tốt. date xa. Chỉ tiết thấy mua 2 tặng quà là túi đeo mà không thấy tặng.,Kem Rửa Mặt Oxy Anti-Blackhead Wash 100g,1,1,0,1,0,1,0,0,0,
"Sản phẩm có mùi dễ chịu , không gây kích ứng da",Kem Rửa Mặt Oxy Anti-Blackhead Wash 100g,0,0,0,0,1,1,0,0,0,
Giáp hàng nhanh,Kem Rửa Mặt Oxy Anti-Blackhead Wash 100g,1,0,0,0,0,0,0,0,0,
Mùi hương dễ chịu da mặt mẩy và xóa mụn đầu đen 🤭😃😁,Kem Rửa Mặt Oxy Anti-Blackhead Wash 100g,0,0,0,0,1,1,0,0,0,
"Mát lạnh, không có mùi, làm sạch không gây khô da khi rửa xong, nhưng kìm dầu không được tốt.",Gel Rửa Mặt Oxy Perfect Hydra Wash 100g,0,0,0,0,1,1,0,0,0,
"Giao hàng nhanh,đóng gói ổn,sp tem nhãn rõ ràng,date lâu,mùi dễ chịu,chất kem lỏng,hộp bé quá,và kem cũng ko đc đầy hộp,thoa lên da thấm nhanh,ko bết dính,mới thoa lên hơi bóng dầu,1 xíu thấm vào thì da mềm lắm.Nói chung tạm ổn",Kutieskin - Kem dưỡng ẩm cho em bé,1,0,1,1,1,1,1,0,0,
mùi hương nhẹ nhàng thẩm thấu nhanh k bị bết dính giao hàng rất nhanh vừa mới đặt tối qua mà trưa nay đã nhận được sẽ ủng hộ shop tiếp,Kutieskin - Kem dưỡng ẩm cho em bé,1,0,0,0,1,0,1,0,0,
"trc đánh giá 5 sao, dùng ko hiệu quả đánh giá lại: sản phẩm ko biết có chính hãng hay ko, check mã ko ra, bôi lên da bé mới hai ngày, nhưng da bé sần và mẩn đỏ hết lên.",Kutieskin - Kem dưỡng ẩm cho em bé,0,0,0,1,0,1,0,0,0,
Hàng chính hãng sử dụng dưỡng ẩm cho bé rất ok. Cùng hãng loại đã sử dụng cũng rất tốt. Dùng cho em bé bị chàm sữa rất tốt.,Kutieskin - Kem dưỡng ẩm cho em bé,0,0,0,1,0,1,0,0,0,
"Hiệu quả dưỡng ẩm bt, k tốt như kì vọng, thoa xong 1 lúc là da bé lại khô, dùng 2 hôm rồi mà chưa có gì khác",Kutieskin - Kem dưỡng ẩm cho em bé,0,0,0,0,0,1,0,0,0,
kem thơm nhẹ hộp chắc chắn dùng trẻ nhỏ thích hợp lắm.ủng hộ,Kutieskin - Kem dưỡng ẩm cho em bé,0,0,0,0,1,1,0,0,0,
Hàng chính hãng,Kutieskin - Kem dưỡng ẩm cho em bé,0,0,0,1,0,0,0,0,0,
"Trước tiên là phải khen Tiki vì giao hàng nhanh, đóng gói cẩn thận
Nhãn hàng Hada thì từ đó giờ luôn đóng gói sản phẩm đơn giản mà vẫn xinh, ưng dễ sợ
Em lotion này thì dung dịch lỏng thôi nên kh gây bí da, thẩm thấu nhanh vào da, kh bết dính hay nhờn rít gì hết á
Mình xài xong da ẩm mượt lắm, da mình kh bị kích ứng hay gì hết, cá nhân mình cũng kh thấy có mùi gì khó chịu
Em này cấp ẩm dịu nhẹ thôi nha cả nhà. Sử dụng ẻm sáng mai dậy da kh bóng dầu gì luôn á, đã lắm",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),1,0,1,0,1,1,1,0,0,
"Sản phẩm có chất lượng đúng như mô tả, đóng gói chắc chắn, rất đáng tiền, giao hàng nhanh.
P/s: Không có thời gian chụp hình nên mình lấy đỡ hình trên mạng up",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),1,0,1,0,0,1,0,0,0,
"da mình thuộc loại da hỗn hợp thiên dầu vì thế mà khi thấy sản phẩm này được nhiều beauty blogger review mình đã nhắm tới em này rồi. Sản phẩm dạng lotion, lỏng khi thoa lên da thì thấm rất nhanh không như các loại kem dưỡng ẩm khác mình từng dùng. Còn về tác dụng thì đặc điểm chính của e này là dưỡng ẩm nên dùng thì rất yên tâm là da luôn đủ ẩm, dưỡng sáng hay mờ thâm thì cần một thời gian dài sử dụng được  đánh giá được nhưng nói chung là rất đáng mua, chất lượng mà giá hạt dẻ phù hợp với học sinh sinh viên
Lần nào cũng ưng thái độ giao hàng khi mua hàng trên tiki, shipper nhiệt tình và siêu cute, đặc biệt là mấy anh bên j&t.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),1,1,0,0,0,1,1,0,0,
"Mình da dầu rất hợp với dung dịch dưỡng ẩm này. Dung dịch trong suốt lỏng như nước nhưng khả năng dưỡng ẩm tuyệt lắm. Da mặt được phủ một lớp mỏng nhẹ trong suốt không nhờn rít. Sau đó apply thêm lớp kem chống nắng biore là tự tin ra đường.
Giá hạt dẻ nữa nên mua.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),0,1,0,0,0,1,1,0,1,
"Dùng rất tốt. Giảm tiết dầu hẳn. Hiện đang sử dụng lâu dài. Trước đó mình có dùng nước thần của Estee lauder, nhưng dùng loại này của hada labo thấy còn tác dụng hơn loại mắc tiền.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),0,0,0,0,0,1,0,0,0,
"Đóng gói chắc chắn, giao hàng nhanh chóng. Texture lỏng giống nước, thoa lên mặt nhanh thẩm thấu, dùng để đắp mặt nạ thay thế mặt nạ giấy rất ok, cấp nước đầy đủ mà lại tiến kiệm. Tuy sp dùng cho da dầu nhưng khi mình dùng lại thấy rất nhanh đổ dầu, nên sau khi đắp lotion mình phải đi rửa mặt trc khi thoa những sản phẩm dưỡng da khác lên mặt.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),1,0,1,0,0,1,1,0,0,
"Dung dịch lỏng như nước, thẩm thấu nhanh, lớp dưỡng mỏng trong suốt, xong apply kem chống nắng Biore Aqua Rich nữa là thấy da mịn trơn láng tự tin ra đường.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),0,0,0,0,0,1,1,0,1,
"Tiki có chạy deal sản phẩm này trong đợt sinh nhật Tiki vừa rồi và mình mua thử. Không bàn đến chuyện vận chuyển lâu, cái đó mình chấp nhận được, nhưng Tiki gửi cho mình sản phẩm tồn kho, sản xuất từ năm 2018, thậm chí bao bì này bây giờ chẳng còn trên thị trường. Xem các đánh giá khác thì sản phẩm bán bình thường vẫn gửi loại mới, date mới, bao bì mới. Phải chăng do mình mua hàng deal nên Tiki giao như vậy? Cảm thấy thực sự không tôn trọng khách hàng.",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),1,0,0,1,0,0,0,0,0,
"Lần mua hàng này mình rất không vừa lòng về khâu kiểm hàng của tiki. Tiki nghĩ gì mà giao cho khách hàng một sản phẩm mà vỏ hộp lại trông bẩn và móp méo như thế này? Dạo gần đây Tiki cũng hay bị phản ánh về vấn đề này. Là một khách hàng của Tiki, mình mong Tiki chấn chỉnh để tạo niềm tin và trải nghiệm tốt nhất cho mọi người. 
Mình cho 3 sao vì mình cảm thấy rất khó chịu với Tiki lần này. Hy vọng không ai bị như mình nữa. 
Về chất lượng của lotion: mình dùng không bị kích ứng (hình như mình da hỗn hợp ý, vì mình chưa đi spa kiểm tra nên chưa chắc chắn), thấm tầm khoảng 2-3 phút, còn hiệu quả lâu dài thì mình còn phải chờ nữa xem sao :3",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),1,0,0,1,0,1,0,0,0,
"_ Mình đã dùng hết 2 chai rồi ? các sản phẩm hada labo rất hợp với da mình 
_ Thiết kế sản phẩm cũng rất đơn giản, nắp đậy thì chắc chắn
_Mùi của em này khá dịu nhẹ 
_ Chất của loại này loãng hơn chai dành cho da khô . Nhưng mà theo mình da nào sài cũng được nếu như mua bị nhầm í tại vì ko khác nhau đáng kể",Dung dịch dưỡng ẩm Hada Labo Advanced Nourish Hyaluronic Acid Lotion Dùng Cho Da Dầu (100ml),0,0,0,0,1,1,1,0,0,
"Sản phẩm tốt, dưỡng ẩm, mịn, không khô da, tẩy trang cảm thấy sạch, tuy nhiên có mùi cồn và cay mắt.","Nước Tẩy Trang Sạch Sâu Lỗ Chân Lông, Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản 500ml",0,0,0,0,1,1,1,0,0,
sp này thì khá ngon trong tầm giá dung tích nhiều  giá rẻ tẩy trang ổn không kích ứng ns chung ngon,"Nước Tẩy Trang Sạch Sâu Lỗ Chân Lông, Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản 500ml",0,1,0,0,0,1,0,0,0,
"Dùng xong mặt nổi mụn ,k thjck giống hàng dởm","Nước Tẩy Trang Sạch Sâu Lỗ Chân Lông, Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản 500ml",0,0,0,0,0,1,0,0,0,
"Mình dùng thấy nóng rát mọi người ạ, sẽ không mua lại","Nước Tẩy Trang Sạch Sâu Lỗ Chân Lông, Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản 500ml",0,0,0,0,0,0,0,0,0,
"Mùi hương nhẹ nhàng , dùng không bị khô da, tiki giao hàng rất nhanh","Nước Tẩy Trang Sạch Sâu Lỗ Chân Lông, Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản 500ml",1,0,0,0,1,1,0,0,0,
Cũng tạm.,"Nước Tẩy Trang Sạch Sâu Lỗ Chân Lông, Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản 500ml",0,0,0,0,0,1,0,0,0,
Hàng chất lượng chuẩn và san phẩm giao được đóng gói cẩn thận,"Gel rửa mặt cho da dầu, mụn URIAGE HYSÉAC GEL NETTOYANT 150ml",0,0,1,0,0,1,0,0,0,
"Mùi dễ chịu, dịu nhẹ, phù hợp da mình","Gel rửa mặt cho da dầu, mụn URIAGE HYSÉAC GEL NETTOYANT 150ml",0,0,0,0,1,1,0,0,0,
ok mua,"Gel rửa mặt cho da dầu, mụn URIAGE HYSÉAC GEL NETTOYANT 150ml",0,0,0,0,0,1,0,0,0,
Giao ko đúng mẫu đừng mua nhe moi nguoi,Combo 10 Miếng Mặt Nạ Dưỡng Da Collagen Dabo Hàn Quốc,0,0,0,1,0,0,0,0,0,
"Chỉ 9k 1 miếng mặt nạ thì quá rẻ. Mùi cực kì thơm vào dễ chịu. Tinh chất dạng gel dư 1 ít, dùng thoa cổ. Khi đắp xong da sáng, căng ẩm. Tuy nhiên mặt nạ phần trán hơi ngắn nên bị thiếu phần rìa tóc.",Combo 10 Miếng Mặt Nạ Dưỡng Da Collagen Dabo Hàn Quốc,0,1,0,0,1,1,1,0,0,
"Mask dùng tốt, mình rất thích, đã mua thêm để dùng.",Combo 10 Miếng Mặt Nạ Dưỡng Da Collagen Dabo Hàn Quốc,0,0,0,0,0,1,0,0,0,
"Giao hàng cực nhanh, đặt hôm trước hôm sau đã nhận được rùi. Trước dùng ké của bạn thích quá nên đặt thêm của shop để dùng (da mình hỗn hợp thiên dầu nhé). Trộm vía dùng ko bị kích ứng, dùng toner hôm trc hôm sau da mềm hơn hẳn luôn. Nên mua nha mng",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),1,0,0,0,0,1,0,0,0,
"Tôi đặt mua có 1 miếng nhưng shop vẫn đóng gói rất cẩn thận, giao hàng nhanh hơn dự kiến.
Miếng dán khá tốt, con gái tôi do chưa dùng quen nên chưa làm ẩm hết cánh mũi nên có một phần miếng dán không dính chắc vào. Phần được dính đúng theo hướng dẫn thì sau khi khô và bóc ra kéo theo khá nhiều mụn đầu đen.
Tôi đặt thêm nhiều cho con gái dùng mà tiếc là Tiki chỉ cho đặt tối đa 5 cái trong một đơn hàng.",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),1,0,1,0,0,1,0,0,0,
Săn sale 1k 1 miếng mà shop đóng gói rất cẩn thận. Chưa dùng nên chưa rõ chất lượng. Ủng hộ shop 5 sao,Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),0,1,1,0,0,0,0,0,0,
Chưa dùng thử nhưng thấy cái packaging sản phẩm là thích lắm rùi. Nhỏ gọn dễ cầm theo. Đáng lẽ phải mua nhiều hơn. Shop đónh gói và giao hàng nhanh dã man. Sẽ ủng hộ shop dài dài,Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),1,0,1,0,0,0,0,0,0,
"Thời gian giao hàng rất nhanh, nói về chất lượng sản phẩm thì không cần phải bàn, lần trước được bạn cho dùng thử thấy rất ưng nên là mình đã hỏi địa chỉ mua, dùng không bị kích thích da 1 chút nào.",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),1,0,0,0,0,1,0,0,0,
Sản phẩm đung tốt. Mua lúc khuyến mãi vì vậy khá rẻ. Sẽ mua tiếp khi có nhu cầu. có tem chống giả.,Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),0,1,0,1,0,1,0,0,0,
"Nhấn vào link này trên điện thoại để liên kết thẻ/tài khoản ngân hàng với ZaloPay và nhận ngay gói quà 1,000,000đ nhé
**********",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),0,0,0,0,0,0,0,0,0,X
"Shop giao nhanh, sản phẩm đợc gói cẩn thận. mình mua sale còn 1k 1 miếng, đang chờ mũi nhiều mụn mình mới sử dụng cho bõ hihi.
Hiện tại mũi vẫn xinh xắn đáng yê nên mình chưa thể dùng, có lột cũng không ra được bao nhiêu.",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),1,1,1,0,0,1,0,0,0,
"Dán xài ổn, lột mụn tương đối, dịu nhẹ mùi không bị hắc hay khó chịu. Sễ sử dụng và tiện lợi. Nên mua dùng thường xuyên sẽ sạch mụn hơn",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),0,0,0,0,1,1,0,0,0,
"Miếng dán dùng ok, rất thích hợp cho bạn nào mụn đầu đen nhiều như mình, mình sử dụng lâu rồi, sẽ tiếp tục ủng hộ shop",Miếng Dán Lột Mụn Đầu Đen Vùng Mũi Cằm Trán Từ Tro Núi Lửa Đảo JeJu Dewytree Black Head Out Nose Patch (1 Miếng),0,0,0,0,0,1,0,0,0,
"Hiệu quả giảm thâm nám thì không biết sao
mình đánh giá texture khá ổn. dẻo ẩm nhưng vẫn thẩm thấu nhanh. Finish hơi bóng nhẹ và rít nhẹ. chỉ nên apply vừa đủ thôi đừng nhiều quá dễ bị bóng nha
với tầm giá này thì cũng okay",Tinh chất chống nắng giảm thâm nám Eucerin Spotless Brightening Serum SPF50+ 50ml,0,1,0,0,0,1,1,0,0,
"Đóng gói tốt
Giao hàng siêu nhanh
Mới chuyển dùng loại này nên chưa đánh giá dc công dụng",Tinh chất chống nắng giảm thâm nám Eucerin Spotless Brightening Serum SPF50+ 50ml,1,0,1,0,0,0,0,0,0,
Giao ko dung mau da dat. Mình đặt loại eucerin sun serum double whitening mà giao mình lọ eucerin sun serum spotless brightening. Ko giải thích lý do?,Tinh chất chống nắng giảm thâm nám Eucerin Spotless Brightening Serum SPF50+ 50ml,0,0,0,1,0,0,0,0,0,
"Tiki giao hàng nhanh, đóng gói cẩn thận kỹ lưỡng, quà tặng đầy đủ",Tinh chất chống nắng giảm thâm nám Eucerin Spotless Brightening Serum SPF50+ 50ml,1,0,1,1,0,0,0,0,0,
"Sp này tốt lắm, nên sử dụng nhé mọi người",Tinh chất chống nắng giảm thâm nám Eucerin Spotless Brightening Serum SPF50+ 50ml,0,0,0,0,0,1,0,0,0,
Đã sd sp tốt,Tinh chất chống nắng giảm thâm nám Eucerin Spotless Brightening Serum SPF50+ 50ml,0,0,0,0,0,1,0,0,0,
"Sau khi dùng tuýp 40ml mình quyết định mua luôn tuýp 100ml ?
Hàng chính hãng, chất kem đặc, apply lên da mất 1 lúc để thấm, sau thì da nhìn căng mướt chứ k phải nhìn giống đổ dầu nhờn. Mình vẫn sẽ trung thành với kem dưỡng này của La Roche.
Tiki giao hàng nhanh hơn dự kiến 1 ngày. Mà kem dưỡng của mình lại hết, mừng khôn xiết. 10đ cho Tiki"," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",1,0,0,1,0,1,1,0,0,
"Hộp đã bị bóc tem niêm phong, hướng dẫn sử dụng in chữ mờ, so sánh với hộp trực tiếp mua từ hãng thì có sự khác biệt ở gần cuối. Lần đầu mình đặt mua hàng tại trang này, không tin tưởng để sử dụng. Shipper giao hàng nhanh. Nếu chọn mua, các bạn cần suy nghĩ kỹ."," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",1,0,0,1,0,0,0,0,0,
"XÀI RẤT OK, 100G ĐC NHIỀU Á."," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",0,0,0,0,0,1,0,0,0,
"shop đóng gói cẩn thận, hàng chính hảng  có tem mac rõ ràng, đã mua nhiều lần sp of shop"," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",0,0,1,1,0,0,0,0,0,
"Tiki giao hàng đúng hẹn. Sản phẩm đóng gói kỹ. HSD đến 12/2023. 
Chất lượng sản phẩm thì phải xài mới đánh giá được nhưng đọc review ổn và cũng được bạn bè giới thiệu xài"," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",1,0,1,0,0,1,0,0,0,
"Ổn nha. Shop giao trước hẹn, hàng được đóng gói kĩ lưỡng. Bao bì đẹp. Chất kem dày, có chứa silicon. Cấp ẩm tốt, phục hồi bình thường.
=>8/10 Da khô, hỗn hợp khô, thường."," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",1,0,1,0,0,1,1,0,0,
"Đây đã là tuýp thứ hai mình mua, tuyệt vời, không làm cho loại da yếu đuối, đỏng đảnh của mình bị kích ứng. Mùa đông này nên mua nha"," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",0,0,0,0,0,1,0,0,0,
"Hàng giao nhanh, trừ Thứ Bảy, Chủ Nhật.
Chất kem hơi bóng, bôi lên da làm da trắng ra. Thành phần có chất bơ, hơi bí một chút. Mới dùng chưa biết công dụng thế nào, chưa bị kích ứng. Sản phẩm niêm phong kỹ."," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",1,0,1,0,0,0,1,0,0,
"Shop giao hàng nhanh và đóng gói cản thận. Sản phẩm dưỡng da nhạy cảm và moisturize tốt. Mình bôi đi làm 9 tiếng mà k bị khô da. Kem đặc, mịn, dưỡng mặt và cổ đều okay nha"," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",1,0,1,0,0,1,1,0,0,
"bé này là kem dưỡng ẩm yêu thích số 1 của lòng mình về độ phục hồi. Đỉnh của chóp á mọi người 
lúc đầu thấy hộp móp mép mình cũng hơi lo nhưng check mã vẫn ra nha mấy bà =)))"," Kem Dưỡng Phục Hồi, Làm Dịu Da La Roche Posay Cicaplast Baume B5 (100ml)",0,0,0,1,0,1,0,0,0,
"xịt khoáng: Đã nhận được hàng, đóng gói rất cẩn thận! sản phẩm chính hãng xài tốt cho da, nhân viên giao hàng có tâm và thân thiện, thanks shop 👍👍👍",Xịt Khoáng Phun Sương Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản (250ml),1,0,1,1,0,1,0,0,0,
"Đóng gói hàng kỹ, giao hàng đúng hẹn",Xịt Khoáng Phun Sương Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản (250ml),1,0,1,0,0,0,0,0,0,
"shop giao hàng nhanh đóng gói cẩn thận, hàng chuẩn chính hãng, có tem phụ đầy đủ, date xa, giá rẻ cảm ơn shop",Xịt Khoáng Phun Sương Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản (250ml),1,1,1,1,0,0,0,0,0,
Hơi rít da mình bị dị ứng nổi  bẩn nhẹ  . Chat do da minh nạy cam 😋,Xịt Khoáng Phun Sương Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản (250ml),0,0,0,0,0,0,1,0,0,
"Tốt, tia xịt ko rộng",Xịt Khoáng Phun Sương Dưỡng Ẩm Và Làm Sáng Da Hatomugi Nhật Bản (250ml),0,0,0,0,0,1,0,0,0,
"Giao hàng nhanh, đóng gói kỹ. Sản phẩm sử dụng OK sẽ ủng hộ tiếp",Sữa Rửa Mặt Sữa Tươi Và Dưa Leo Thorakao 100g,1,0,1,0,0,1,0,0,0,
"sản phẩm tốt, dùng rất thích.",Sữa Rửa Mặt Sữa Tươi Và Dưa Leo Thorakao 100g,0,0,0,0,0,1,0,0,0,
"Sản phẩm ít bọt, thơm nhẹ mùi dưa leo.
Thích hợp dùng rửa mặt buổi sáng sau khi ngủ dậy.",Sữa Rửa Mặt Sữa Tươi Và Dưa Leo Thorakao 100g,0,0,0,0,1,1,1,0,0,
"giá rẻ. ship nhanh. sản phẩm tin dùng từ lâu, lành tính",Sữa Rửa Mặt Sữa Tươi Và Dưa Leo Thorakao 100g,1,1,0,0,0,1,0,0,0,
"Dùng 1 lần rồi nay mua thêm 2 chai, sp ok lắm.",Sữa Rửa Mặt Sữa Tươi Và Dưa Leo Thorakao 100g,0,0,0,0,0,1,0,0,0,
Mình thấy hạn sử dụng 3 năm mà ngày sản xuất hơi bị lâu gần hết hạn rồi mua 353k ko phải rẻ mà thấy ngày sản xuất 11/2021 quá thất vọng,Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,0,1,0,1,0,0,0,0,0,
Không chắc đây có phải hàng chính hãng không nữa. Nhận về cái chai như thế này thì thấy rén ngang. Thôi bỏ,Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,0,0,0,1,0,0,0,0,0,
"sản phẩm đảm bảo chất lượng, làm sạch tốt. Hơi ít bọt nhưng dùng lâu sẽ quen. Xài thử 2 tuần và thấy khá là ok",Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,0,0,0,0,0,1,1,0,0,
"Mùi dễ chịu,rửa xong da mềm,đóng gói cẩn thận,giao hàng nhanh",Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,1,0,1,0,1,1,0,0,0,
"Chai to sẽ dùng lâu nhưng mà sắp hết date, nên không hài lòng!",Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,0,0,0,1,0,0,0,0,0,
Mình dùng tới 6 chai này rồi. Dạ sạch lắm,Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,0,0,0,0,0,1,0,0,0,
Chai to không tưởng. Đóng gói kỹ. Giao hàng nhanh,Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe Hydrating Cleanser 473ml,1,0,1,0,0,0,0,0,0,
"Không còn đai niêm phong, tuýp bị khui trước rồi mới giao. Tuy cầm vẫn nặng tay nhưng khá thất vọng! Hàng cũ, date cận, chỉ còn 1/3.",Papulex Sữa Rửa Mặt Papulex Ngăn Ngừa & Giảm Mụn Trứng Cá Moussant Soap Free Cleansing Gel 150ml,0,0,0,1,0,0,0,0,0,
